"","ResourceID","Subject","Title","Description","Source","SourceURL","Modified","Frequency","Var1","id","Period","Duration","Label1","Value","Unit","Measure","Multiplier"
"14","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","d4bffc62-c483-4185-830e-4cb00aa277e3","2020-03-11","P1D","Deceased",0,"Number","COVID-19 cases",0
"15","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","106c4d68-27ab-4a99-894f-4571df7d16e2","2020-03-12","P1D","Deceased",0,"Number","COVID-19 cases",0
"16","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","6dc883b3-3852-40a0-a02e-a6c168555cfb","2020-03-14","P1D","Deceased",0,"Number","COVID-19 cases",0
"17","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","c32b9b6f-c026-4729-8feb-4aeee8433bf3","2020-03-15","P1D","Deceased",0,"Number","COVID-19 cases",0
"18","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","9695733d-73b1-4f53-8155-e9c20c597b04","2020-03-16","P1D","Deceased",0,"Number","COVID-19 cases",0
"19","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","a8796c12-8597-4602-9439-9947751ab44f","2020-03-17","P1D","Deceased",0,"Number","COVID-19 cases",0
"20","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","e13e035c-10c8-4e16-b89b-3b6d28bbe7bc","2020-03-18","P1D","Deceased",0,"Number","COVID-19 cases",0
"21","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","b8fbe0f3-ee1d-49c9-b1f6-fdab1977824d","2020-03-19","P1D","Deceased",0,"Number","COVID-19 cases",0
"22","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","c05db81d-2690-4547-bfbb-73573a5f79f4","2020-03-21","P1D","Deceased",0,"Number","COVID-19 cases",0
"23","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","905327c9-2082-4af1-9975-3a910208d4cc","2020-03-20","P1D","Deceased",0,"Number","COVID-19 cases",0
"24","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","cc3c7c73-22ce-423e-9e9a-f9544aae4a40","2020-03-22","P1D","Deceased",0,"Number","COVID-19 cases",0
"25","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","90b5df1c-2f96-452c-9bec-4d27856ceafd","2020-03-23","P1D","Deceased",0,"Number","COVID-19 cases",0
"26","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","9b52e038-54a9-44a8-80c7-b53b144e52ef","2020-03-24","P1D","Deceased",0,"Number","COVID-19 cases",0
"27","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","6273962b-5872-4f75-bcf7-50f8f748882e","2020-03-27","P1D","Deceased",0,"Number","COVID-19 cases",0
"28","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","8bf991f4-c427-4ba7-a46e-30e0eed56be7","2020-03-25","P1D","Deceased",0,"Number","COVID-19 cases",0
"29","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","3e0ae294-1773-4427-b97c-84fc4f1360e7","2020-03-26","P1D","Deceased",0,"Number","COVID-19 cases",0
"30","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","ca9ad851-cb54-4ae9-be34-8181885aea45","2020-03-28","P1D","Deceased",0,"Number","COVID-19 cases",0
"31","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","77abdc88-2fa4-4f69-9175-469ffdcd2bd7","2020-03-29","P1D","Deceased",1,"Number","COVID-19 cases",0
"32","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","e7bdf298-f2e6-4757-a363-74e5c48fe50e","2020-03-31","P1D","Deceased",1,"Number","COVID-19 cases",0
"33","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","dec52acd-7a43-4a94-af39-4b175f858274","2020-03-30","P1D","Deceased",1,"Number","COVID-19 cases",0
"34","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","c7545b99-8770-4aa8-a5ad-fbb0f9a24fe9","2020-04-01","P1D","Deceased",1,"Number","COVID-19 cases",0
"35","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","4b090de5-a969-498a-b796-f5af45341136","2020-04-02","P1D","Deceased",1,"Number","COVID-19 cases",0
"36","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","2644a95b-310c-47d7-993e-1ccd701174cf","2020-04-04","P1D","Deceased",1,"Number","COVID-19 cases",0
"37","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","3b9cfaec-32ab-4007-9be9-a6dde6742f86","2020-04-03","P1D","Deceased",1,"Number","COVID-19 cases",0
"38","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","66f8d79c-29fd-4d8d-8fa9-cf4042b34567","2020-04-06","P1D","Deceased",1,"Number","COVID-19 cases",0
"39","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","76992746-54c5-48de-90c2-5ddb19af8eea","2020-04-05","P1D","Deceased",1,"Number","COVID-19 cases",0
"40","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","a2d6633d-eb1f-4b17-9885-3c9a46c54143","2020-04-09","P1D","Deceased",1,"Number","COVID-19 cases",0
"41","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","daf08856-851c-4bed-bbd0-c7a44d875885","2020-04-07","P1D","Deceased",1,"Number","COVID-19 cases",0
"42","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","c1650135-b195-4760-9f08-d7531f2736a8","2020-04-08","P1D","Deceased",1,"Number","COVID-19 cases",0
"43","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","d0345491-5314-41fe-9f09-debc4294c0a3","2020-04-10","P1D","Deceased",2,"Number","COVID-19 cases",0
"44","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","3aa32faa-8df7-42c2-ad27-52791a20c4a4","2020-04-12","P1D","Deceased",4,"Number","COVID-19 cases",0
"45","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","984547d6-825e-41f9-8d24-d5f784203cba","2020-04-11","P1D","Deceased",4,"Number","COVID-19 cases",0
"46","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","6a83a72b-aa6f-4bb9-8b10-8667ab4bdb82","2020-04-14","P1D","Deceased",9,"Number","COVID-19 cases",0
"47","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","94c32b25-9c6a-47db-a3d2-20a4445816f7","2020-04-13","P1D","Deceased",5,"Number","COVID-19 cases",0
"48","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","1cfbcb82-3a49-4966-bf10-ea6d1df796e7","2020-04-16","P1D","Deceased",9,"Number","COVID-19 cases",0
"49","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","c41371b0-5871-40d0-989d-ae1c1ddd90cf","2020-04-15","P1D","Deceased",9,"Number","COVID-19 cases",0
"50","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","1cebb6ac-781c-4d21-a356-07fd0466a4be","2020-04-17","P1D","Deceased",11,"Number","COVID-19 cases",0
"51","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","7b1cc0f2-ffac-42bc-b69a-981c82b27ab9","2020-04-18","P1D","Deceased",11,"Number","COVID-19 cases",0
"52","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","cbe42ac2-506a-4213-890a-d257b19c4b5b","2020-04-19","P1D","Deceased",12,"Number","COVID-19 cases",0
"53","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","9456c590-36ad-4dd1-87a4-0f1693c81a3d","2020-04-23","P1D","Deceased",16,"Number","COVID-19 cases",0
"54","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","dd6429fb-b0ac-491a-a284-62e5f2250e73","2020-04-20","P1D","Deceased",12,"Number","COVID-19 cases",0
"55","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","53bf95e9-415c-40e1-bbe6-18c2ca0faae0","2020-04-21","P1D","Deceased",13,"Number","COVID-19 cases",0
"56","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","ad66031d-d313-4416-bfc7-dcac1611c0bc","2020-04-24","P1D","Deceased",17,"Number","COVID-19 cases",0
"57","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","75a70cdc-ba2e-4203-86fd-b2372ecb539e","2020-04-26","P1D","Deceased",18,"Number","COVID-19 cases",0
"58","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","aad62ce8-675d-442d-9aae-a214a7b22ba1","2020-04-22","P1D","Deceased",14,"Number","COVID-19 cases",0
"59","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","6b2b2301-937e-4e33-9a31-e4f5c888fff7","2020-04-27","P1D","Deceased",19,"Number","COVID-19 cases",0
"60","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","b4c87146-7412-4cbd-97e1-fd2455fd72f0","2020-04-25","P1D","Deceased",18,"Number","COVID-19 cases",0
"61","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","97a06d08-9255-4db2-9bfa-be182f39107d","2020-04-28","P1D","Deceased",19,"Number","COVID-19 cases",0
"62","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","424deff1-8c1f-4aed-94ac-0194305f1f5e","2020-04-29","P1D","Deceased",19,"Number","COVID-19 cases",0
"63","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","a0366773-744d-4642-bada-37533f87bd88","2020-05-04","P1D","Deceased",20,"Number","COVID-19 cases",0
"64","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","2ec98842-5958-42a8-b713-ae26b4760cd5","2020-05-06","P1D","Deceased",21,"Number","COVID-19 cases",0
"65","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","64a42f2f-b8fc-4b81-935f-03b527e6ed81","2020-04-30","P1D","Deceased",19,"Number","COVID-19 cases",0
"66","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","eb190da3-7806-447f-b4e2-26f61efbf6e8","2020-05-07","P1D","Deceased",21,"Number","COVID-19 cases",0
"67","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","f928cca8-fe71-44a5-ad58-6152e814c719","2020-05-01","P1D","Deceased",19,"Number","COVID-19 cases",0
"68","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","16abd85b-99d8-445f-bc03-777cff506fb8","2020-05-02","P1D","Deceased",20,"Number","COVID-19 cases",0
"69","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","b1eb10ca-50d4-43ba-9358-6cef45b29620","2020-05-03","P1D","Deceased",20,"Number","COVID-19 cases",0
"70","CPCOV2","COVID-19","Number of Cases","COVID-19 cases in New Zealand (cumulative)","Ministry of Health","https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/testing-covid-19","2021-10-06T11:00:00Z","Daily","Case status","15051cca-d530-4f3e-a24d-88be5779825b","2020-05-05","P1D","Deceased",20,"Number","COVID-19 cases",0
